millis,accX,accY,accZ,gyroX,gyroY,gyroZ
1741854978547.7202,10.27352,-1.165976,0.658405,1.601439,-0.37358,0.227825
1741854978759.2085,10.83376,-1.060631,0.811634,2.080539,0.049029,0.270992
1741854978936.623,9.469068,-1.467646,0.179565,1.964095,-0.302968,0.415948
1741854979146.1353,10.42435,-2.20506,0.565032,2.040303,-0.36159,0.484695
1741854979345.107,10.10832,-2.614468,0.833182,2.024049,-0.223029,0.136962
1741854979567.7402,9.749189,-2.224213,1.527501,1.258769,0.017853,0.092196
1741854979775.869,10.05086,-1.975216,0.679953,0.679213,0.132965,0.178263
1741854979977.3528,10.6135,-0.952892,1.273715,0.771675,-0.342404,0.22676
1741854980176.844,9.694122,-1.067814,0.924162,0.500683,-0.365054,-0.066349
1741854980396.3396,10.50336,-1.122881,1.058237,0.569697,-0.135629,0.2606
1741854980586.011,11.6861,-1.673547,1.769315,0.505479,0.228891,0.022383
1741854980778.2937,8.858546,-2.276886,0.490811,-0.422876,0.251807,-0.250741
1741854980996.4873,9.193734,-1.984793,1.414973,-0.791127,-0.135629,0.049828
1741854981209.2087,9.883265,-2.149993,1.812411,-0.346934,0.067948,-0.306698
1741854981409.9314,11.36049,-2.260126,1.745373,-0.259002,0.136962,-0.023449
1741854981601.9973,9.744401,-1.30484,0.749385,0.168404,-0.054092,0.116977
1741854981825.759,9.742006,-1.493982,0.828394,0.779936,-0.403691,-0.024515
1741854982026.9023,10.0772,-0.926556,1.046266,0.841222,-0.153482,0.034107
1741854982229.0154,11.06121,-0.452504,1.252167,0.840156,0.121507,0.206242
1741854982425.039,8.995016,-1.391031,0.366313,-0.000533,0.377044,-0.240882
1741854982632.678,9.002198,-0.950498,1.072602,-0.996836,0.11751,-0.196649
1741854982844.1855,10.18015,-1.127669,1.187524,-1.582521,0.172401,-0.271525
1741854983047.7854,10.54646,-1.707066,0.785298,-2.132233,0.309629,-0.351997
1741854983259.6497,8.949526,-0.711078,0.215478,-2.076009,0.201712,-0.356793
1741854983456.4954,10.25197,-1.024718,0.577003,-2.087467,0.217167,-0.152683
1741854983657.933,10.52491,-1.189918,0.45011,-1.684043,0.043966,-0.276855
1741854983876.253,10.3214,-0.318429,0.062249,-1.12234,0.107651,-0.236086
1741854984129.5078,10.9439,-0.881066,0.533907,-1.07944,0.25234,-0.06928
1741854984389.7595,10.16578,-2.245761,0.577003,-0.851348,0.009859,-0.23502
1741854984597.5593,9.583989,-1.917756,0.804452,-0.558505,-0.139093,-0.008793
