millis,accX,accY,accZ,gyroX,gyroY,gyroZ
66507597,10.346122,-0.919373,-0.471658,0.072744,-0.957666,0.168138
66550707,10.543222,-0.878672,-1.642422,0.069547,-0.838291,0.128435
66980707,10.299856,-1.189918,-3.964798,-0.068747,0.669087,-0.043167
67023707,8.880095,-1.197101,-3.567361,-0.083403,0.908904,-0.059954
67066707,7.290344,-0.842759,-2.664747,-0.092196,1.200147,-0.011991
67109707,6.433220,-0.766145,-1.951274,-0.107651,1.263832,-0.093795
67152707,6.069301,-0.727837,-1.802834,-0.089265,1.410386,-0.056224
67195707,5.492299,-0.395043,-1.065420,-0.063418,1.446358,-0.053559
67238707,6.387730,-0.402226,-0.289698,-0.107384,1.152983,-0.057556
67281707,8.123527,-0.723049,0.301669,-0.081538,0.919296,-0.071412
67324707,9.670180,-0.639252,1.108515,-0.060487,0.607801,-0.135629
67410707,8.836999,-0.809240,1.438915,0.007994,0.279519,-0.050628
67453707,9.849746,-0.718261,1.484405,0.019718,-0.095926,-0.047963
67496706,10.536881,-0.541090,1.201889,0.095394,0.015721,0.013057
