millis,accX,accY,accZ,gyroX,gyroY,gyroZ
19030708,10.971008,-1.604115,-5.176264,-0.043433,-0.009859,-0.100456
19073708,10.900801,-1.458069,-4.620809,-0.068747,0.220631,-0.019185
19116708,9.181764,-1.328782,-3.847482,-0.045299,0.463911,0.043966
19159708,7.460332,-0.773327,-3.284845,0.007994,0.641375,-0.020251
19202708,7.192182,-0.478840,-2.815581,0.071678,0.805516,-0.048496
19245708,7.805098,-0.756568,-2.568978,0.102055,1.036273,-0.177198
19288706,6.442797,-0.749385,-2.205060,0.105786,1.139927,-0.244346
19331703,6.172252,-0.871489,-1.814805,0.086600,1.146055,-0.199047
19374708,6.323087,-1.051055,-1.393425,0.068747,1.019485,-0.118576
19417708,6.823475,-0.905008,-1.063026,0.084202,1.018952,-0.007461
19460708,8.655039,-0.979228,0.169988,0.045299,0.719449,-0.017320
19503708,11.722012,-0.780510,-0.112527,-0.108184,0.241149,-0.144423
19546703,10.285490,-1.285686,-0.347159,-0.094328,0.306698,-0.177730
19589708,8.772355,-1.367089,0.914585,-0.011991,0.013057,-0.032775
19632708,10.117896,-1.170765,0.213084,0.037305,0.028778,0.088199
