millis,accX,accY,accZ,gyroX,gyroY,gyroZ
16550707,11.887212,-1.508347,-5.621585,-0.053026,-0.035173,-0.051161
16593707,11.628637,-1.711854,-5.363012,-0.115378,-0.026646,-0.048230
16636707,11.212047,-1.510741,-5.078102,-0.062885,0.225960,0.035972
16679707,10.244789,-1.482011,-4.613626,-0.020518,0.397029,0.015455
16722707,9.205706,-1.118092,-4.122815,-0.044766,0.456983,-0.043700
16765707,8.789114,-1.070208,-3.672705,-0.005862,0.666156,-0.086867
16808707,7.788338,-1.163582,-2.875436,0.018919,0.878793,-0.139093
16851707,6.636727,-0.706290,-2.717419,0.042900,0.959265,-0.150551
16894707,6.581660,-0.991199,-2.157176,0.072211,1.167372,-0.129501
16937707,6.179435,-0.593762,-1.802834,0.053026,1.101023,-0.163342
16980707,6.646304,-0.548272,-1.661576,0.042900,1.085302,-0.088466
17023707,8.310274,-0.481235,-0.093374,-0.036505,0.662959,-0.184126
17152707,8.949526,-0.718261,0.325611,-0.017587,0.383173,-0.097259
17195707,9.703699,-0.612916,0.222661,-0.035706,0.036239,-0.015988
17238707,11.137826,-0.632069,0.122104,0.010925,-0.049296,-0.035440
