millis,accX,accY,accZ,gyroX,gyroY,gyroZ
24496707,11.573571,-1.520318,-5.832275,0.003464,0.082337,-0.124971
24582707,10.872070,-1.484405,-5.171476,0.038371,0.333345,-0.097792
24625707,9.789890,-1.479617,-4.376601,0.112980,0.560904,-0.065283
24668707,8.817844,-1.403002,-3.778050,0.115645,0.707191,-0.023982
24711707,8.149862,-1.146823,-3.232172,0.097792,0.855877,-0.062885
24754707,7.479486,-0.945710,-2.688689,0.042368,1.042668,-0.102322
24797707,6.514623,-0.730232,-2.401384,0.044233,1.176432,-0.092729
24840707,6.232107,-0.660800,-1.695095,-0.018919,1.170303,-0.057023
24883707,7.129933,-0.766145,-1.493982,-0.116711,1.019485,-0.043433
24926707,7.769185,-0.612916,-1.118092,-0.127369,0.961663,-0.115645
24969702,8.583213,-0.371101,-0.608127,-0.155348,0.668021,-0.076741
25012707,10.103531,-0.957681,-0.222661,-0.137228,0.520135,-0.073011
25055707,9.888053,-0.787692,0.076614,-0.099657,0.656830,-0.174533
25098707,9.555259,-0.667982,0.229843,-0.167072,0.374113,-0.092462
25184706,9.964667,-0.979228,0.936133,-0.132165,0.104187,0.046364
