millis,accX,accY,accZ,gyroX,gyroY,gyroZ
9530707,10.517728,-1.541866,-4.972757,-0.029311,0.135896,0.021317
9573707,10.793061,-1.462857,-4.661511,-0.013856,0.091130,0.010658
9659707,9.900024,-1.510741,-3.912126,0.010925,0.508943,-0.040236
9702707,9.442732,-1.460463,-3.608062,-0.026646,0.519602,-0.079139
9745707,9.126697,-1.584962,-3.095703,-0.005862,0.705859,-0.104720
9788707,8.334216,-1.343147,-2.715025,-0.012524,0.866536,-0.110582
9831707,7.402872,-1.235408,-2.353500,-0.042900,0.987510,-0.121773
9874707,7.055712,-1.328782,-1.850718,-0.121507,1.037072,-0.128435
9917702,6.797139,-0.811634,-1.551443,-0.149752,1.053060,-0.115112
9960702,7.479486,-1.010353,-0.857124,-0.153749,0.915565,-0.086067
10003707,8.465898,-0.761356,-0.483629,-0.097259,0.815642,-0.093262
10046707,9.581595,-0.653617,0.237026,-0.033041,0.699464,-0.105253
10089707,9.789890,-0.356736,0.227449,-0.006129,0.524132,-0.129234
10132707,10.156203,-0.675165,0.502782,-0.054092,0.373580,-0.157213
