millis,accX,accY,accZ,gyroX,gyroY,gyroZ
5173598,6.282385,1.912967,6.612785,0.429271,0.107384,-0.126037
5215705,4.759673,1.616086,9.495404,0.608600,-0.485761,0.081538
5258707,3.476381,0.179565,10.723629,0.569430,-1.326184,-0.022116
5301707,2.956839,0.280122,11.604695,0.072211,-2.381109,-0.168404
5344707,0.593762,1.843535,9.744401,-0.613663,-3.950306,-0.512407
5387706,-3.584120,4.711789,1.843535,1.205743,-5.240784,0.085002
5430707,-5.157111,2.628834,-6.842628,2.256937,-6.064952,0.945142
5473706,-5.310339,1.180341,-15.119384,1.089299,-5.720949,1.431436
5516698,-3.624821,-1.149217,-19.153614,-0.770343,-4.825102,1.256371
5559703,-0.366313,-5.963956,-20.001162,-0.312827,-4.367054,0.725844
5602706,0.237026,-1.616086,-21.612459,-1.811945,-3.193286,-0.205976
5645702,1.891419,0.866701,-25.072081,0.494021,-2.697933,0.812444
5688702,4.527435,-5.674258,-28.380867,0.099657,-1.271026,0.384239
5731707,1.326388,-2.118869,-18.155231,-0.778603,0.520668,-0.539587
5774702,1.623269,0.483629,-12.629414,0.004530,0.416214,-0.077541
