millis,accX,accY,accZ,gyroX,gyroY,gyroZ
13793701,6.785168,0.174777,1.551443,-0.149219,-1.767712,-0.219832
13879701,5.774815,-0.696713,-0.502782,-0.420211,-2.246012,-0.601139
13922701,4.644751,0.873884,-0.804452,-0.443660,-2.521268,-0.713054
13965701,3.263297,1.419762,-2.504335,-0.236885,-2.914567,-0.766080
14008701,2.339135,0.866701,-4.884171,0.232622,-3.298805,-0.662959
14051701,1.386243,2.149993,-6.864176,0.325617,-3.376613,-0.723712
14094701,1.039083,1.429338,-10.426748,0.787663,-3.785632,-0.692270
14137704,0.392649,2.248155,-12.717999,0.524132,-3.685709,-0.428205
14180701,0.433351,3.931279,-16.029181,-0.709856,-3.588983,-0.626187
14223701,-0.002394,3.811569,-17.592594,-0.499351,-3.425908,-0.526263
14266706,0.818817,4.747702,-22.577322,0.301902,-2.853813,-0.023715
14309706,1.826776,2.365471,-22.201433,-0.123106,-1.336043,0.028245
14352706,1.778892,2.801216,-17.757793,-0.744763,-0.333611,-0.235286
14395701,0.866701,3.998317,-14.602236,-0.135363,0.056490,0.009060
14438706,0.976834,2.293645,-12.847286,-0.156680,0.263265,0.067415
