millis,accX,accY,accZ,gyroX,gyroY,gyroZ
714466698,7.872135,-0.684742,-6.452374,1.259568,2.149020,-0.547314
714509701,5.535394,1.683124,-3.801992,0.947807,2.762150,-0.793792
714552698,5.039794,2.130840,-1.795651,0.774074,3.372349,-1.002965
714595698,1.771709,4.905719,2.365471,0.483096,3.942312,-1.591048
714638698,0.335188,4.905719,4.280833,0.186790,3.638812,-0.665090
714681701,-1.374272,5.640739,5.444415,1.319256,3.304135,-0.257136
714724698,-2.698265,5.858612,5.063736,0.584086,3.041935,-0.299237
714767698,-4.709395,3.557784,3.615245,0.974986,3.020618,-0.302435
714810698,-6.189012,5.317522,1.108515,0.777005,3.572995,-1.018153
714853698,-12.042834,9.521740,10.321404,-1.799954,4.718517,-0.915299
714896698,-14.858416,8.508993,23.247698,-0.944876,4.015590,-0.027979
714939703,-12.038046,6.217742,25.354595,-0.130034,1.579323,0.646971
714982698,-9.339781,2.085350,20.321983,0.181994,0.398894,0.893715
715025698,-6.677429,1.039083,13.321339,1.196949,-0.554242,0.556907
715068701,-4.484340,1.209072,8.753201,0.394897,-0.291243,0.033574
