millis,accX,accY,accZ,gyroX,gyroY,gyroZ
444446698,7.697359,2.274492,1.319205,0.085268,1.978217,-0.287247
444532701,5.741296,3.296816,2.707842,0.678946,2.204444,-0.146288
444618698,3.986346,2.592921,2.260126,0.597942,2.491424,-0.402358
444661698,3.028665,3.785233,1.517924,0.249942,2.784000,-0.599807
444704698,-0.019154,4.395754,4.065354,-0.109250,3.135997,-0.315758
444747703,-0.725443,3.727772,0.809240,0.336276,3.377945,-0.322686
444790698,-4.821922,5.181053,3.804387,-0.522266,3.989743,-0.350132
444833698,-7.721301,6.744466,6.864176,-0.913700,4.235155,-0.060487
444876703,-11.027693,6.821081,14.324509,-0.833495,3.917798,0.392499
444919698,-10.467450,5.200206,18.466478,-0.163608,2.842622,1.451688
444962698,-8.925584,1.932121,15.552734,1.512707,1.439963,1.192420
445005694,-8.698134,4.060566,16.096218,-1.036273,1.712021,0.533724
445048698,-7.829040,2.348712,15.954960,-0.711455,0.634181,0.571828
445091698,-5.564125,0.763750,13.958196,-0.308031,-0.099390,0.318423
445134703,-4.364630,0.725443,10.821792,0.158545,-0.582487,-0.090331
