millis,accX,accY,accZ,gyroX,gyroY,gyroZ
817129594,7.055712,-0.488417,-0.457293,0.687740,1.708291,-0.173734
817172701,5.700594,-1.836353,-1.580173,1.301136,1.648870,-0.208107
817215698,6.205771,0.050278,-4.680665,0.858009,2.216168,-0.753023
817258703,3.885789,2.451663,-0.502782,0.930487,3.221531,-0.578490
817301701,2.760514,2.468422,-0.775721,0.868135,3.471473,-0.628319
817344701,-0.495600,4.824317,2.578555,-0.217700,3.999868,-0.702129
817387701,-3.936068,5.137957,5.798757,-0.209173,4.240484,-0.270193
817430701,-5.853823,2.686294,5.928043,0.171335,3.623890,-0.660827
817473701,-9.696517,3.845088,8.954314,0.194251,3.782168,-0.794858
817516701,-11.903971,5.288792,15.940595,-0.627519,3.700365,-0.711455
817559701,-11.875240,2.523489,22.584505,-0.510809,2.641176,-0.140426
817602701,-10.960655,0.471658,23.743298,1.668055,0.625654,0.174266
817645698,-7.225701,2.573767,17.743429,1.202279,-0.160410,-0.257403
817688701,-5.233725,4.151546,13.426683,0.992040,-0.506812,0.050361
817731703,-3.861847,5.109226,10.292673,-0.485228,-0.505479,-0.023982
