millis,accX,accY,accZ,gyroX,gyroY,gyroZ
1743732110571.417,9.050082,0.158017,4.570531,0.05196,0.03011,-0.009859
1743732111062.7327,8.65025,0.52433,4.903325,0.140426,0.176398,-0.114312
1743732111634.5415,5.324705,1.443704,1.443704,0.251008,-0.487093,0.304567
1743732112311.7034,8.42759,2.226608,4.426879,-0.885188,2.317424,-1.124205
1743732112925.0847,-6.153099,-0.713472,7.529764,0.225161,0.454052,-0.851081
1743732113438.11,-5.410896,2.578555,7.352593,0.467375,0.46924,0.148953
1743732113951.4019,-4.855441,4.280833,6.406884,0.432469,-0.09193,0.019985
1743732114667.3015,-4.465186,3.53863,7.16824,0.041835,-0.008793,-0.051427
1743732115178.9297,-4.477157,3.507505,7.180211,-0.034374,-0.017054,-0.023182
1743732115793.4836,-4.886566,2.8491,7.419631,0.038904,-0.06928,-0.293642
