millis,accX,accY,accZ,gyroX,gyroY,gyroZ
1743732071761.2212,9.330204,-0.488417,4.024653,0.087933,0.028511,-0.053292
1743732072375.777,7.034164,0.756568,2.760514,0.105253,-0.270193,0.045565
1743732072990.0,15.04277,0.88346,5.992687,-0.001599,-0.195317,-0.44819
1743732073706.754,0.390255,5.226542,8.027759,0.223562,1.172168,-0.444459
1743732074261.29,0.301669,5.068525,8.157045,0.838291,0.559305,0.681877
1743732074359.2598,0.050278,6.117185,6.385336,0.183593,0.539587,0.397029
1743732074833.3845,-1.651999,5.226542,7.754819,-0.333345,-0.188122,-0.716251
1743732077350.0713,-1.434127,5.612009,7.493851,0.154548,0.214502,0.158545
1743732077597.9495,10.05565,0.014365,3.933673,-0.654165,-0.425008,0.066882
1743732078206.9167,9.962274,0.758962,0.914585,0.757286,-0.696266,0.292576
