millis,accX,accY,accZ,gyroX,gyroY,gyroZ
1743732045137.2554,9.746795,-0.533907,3.294421,-0.016521,-0.055424,0.028778
1743732045643.153,9.021352,-2.693477,3.454833,-1.381874,0.335743,-0.32162
1743732046215.9932,12.83532,-0.536301,4.101267,0.203844,-0.789795,0.259002
1743732046877.798,7.534553,-4.362236,3.955221,-0.003198,0.420744,1.152184
1743732047532.3352,6.466739,-5.6982,4.771644,-0.885455,0.072744,-0.150285
1743732048138.8022,8.228871,-6.976704,-1.146823,-0.002398,-0.321087,-0.122573
1743732048311.5156,8.429984,-6.80911,-1.261744,0.150018,0.05276,0.047697
1743732049028.495,8.082825,-6.629545,-0.462081,0.063685,0.088199,0.074077
1743732049643.0994,2.430115,-6.279991,7.103596,0.461779,1.043733,0.806315
1743732050359.526,2.427721,-8.537724,4.041412,-0.719715,-0.576358,-0.409819
