millis,accX,accY,accZ,gyroX,gyroY,gyroZ
1741856108655.624,9.356541,-3.890578,1.261744,-0.583553,0.207041,0.532126
1741856108835.539,8.010999,-4.671088,1.941698,-0.093262,0.257403,0.55291
1741856109027.1028,8.35337,-5.576096,1.187524,-0.041035,0.763948,0.674949
1741856109260.1465,6.936002,-6.335058,3.023877,0.294974,1.671519,0.783133
1741856109442.51,3.110068,-7.297527,8.372523,1.467142,1.225727,0.90464
1741856109652.2954,-0.454898,-2.928109,6.512228,0.106585,0.489492,0.166273
1741856109843.3416,1.022324,-4.577713,8.06846,-0.537188,0.392499,-0.393565
1741856110048.314,1.189918,-6.629545,6.533776,-1.247044,0.105786,-0.073011
1741856110272.4604,-0.02873,-8.956709,4.733337,-1.017354,-0.223296,0.306965
1741856110476.5393,0.213084,-9.445126,2.753332,-0.821237,-0.037305,0.00453
1741856110667.222,-0.253785,-9.974244,1.118092,-0.673884,0.225161,-0.028245
1741856110891.2173,1.04866,-9.94312,0.720655,-0.094328,-0.073011,0.08287
1741856111099.8262,0.474052,-9.969456,1.314417,0.254738,-0.053026,0.036772
1741856111277.9521,0.095768,-9.392453,1.805228,0.357326,-0.183326,-0.071678
1741856111496.489,0.826,-9.861717,2.578555,0.694668,0.14309,-0.066616
1741856111687.4836,0.158017,-8.537724,4.141969,1.520168,0.013856,-0.031176
1741856111909.349,-0.536301,-6.847417,6.715736,2.377112,0.266462,0.406089
1741856112123.8289,-0.126893,-0.933739,9.320627,1.358426,0.194518,0.160677
1741856112327.4976,-0.605733,0.287304,8.76996,1.050395,0.066882,0.133231
1741856112529.1606,-0.797269,3.035848,9.404425,0.593412,0.063418,0.068481
1741856112718.764,-0.787692,3.564966,8.851364,0.406622,-0.106585,-0.132432
1741856112942.8728,-0.687136,3.227384,8.506598,0.106851,0.011724,-0.213436
1741856113127.6245,-0.363919,4.13718,8.319851,0.149752,0.105253,0.100456
1741856113345.943,-0.337582,3.790021,8.623915,-0.06928,-0.107917,0.193452
1741856113575.7747,-0.385466,3.229778,8.817844,-0.114312,0.016521,0.066083
1741856113740.6877,-0.593762,3.452439,8.844181,0.367985,0.098591,0.134297
1741856113958.0857,-0.962469,4.829105,8.025364,0.246211,0.290711,0.330946
1741856114162.927,-0.354342,5.702989,7.558495,0.449256,0.020784,0.442861
1741856114361.8826,-0.442927,6.775591,6.349423,0.977651,0.001599,0.920361
1741856114597.1787,1.180341,8.429984,4.594473,0.423675,-0.055957,0.132698
