millis,accX,accY,accZ,gyroX,gyroY,gyroZ
1741855924926.5674,6.083666,-3.643975,-8.171411,-0.001066,0.021583,-0.017853
1741855925126.8396,6.01184,-3.70383,-8.147469,0.000266,-0.010658,-0.00453
1741855925332.307,6.038177,-3.596091,-8.183381,-0.00373,-0.034107,-0.00373
1741855925537.2197,5.90889,-3.643975,-8.224083,-0.001599,-0.030377,-0.001066
1741855925741.782,6.019023,-3.624821,-8.298303,-0.00453,-0.005862,0.019452
1741855925956.5867,5.930438,-3.770868,-8.226477,-0.020518,-0.000266,-0.010126
1741855926141.5574,5.906496,-3.799598,-8.298303,-0.006129,-0.006928,0.000799
1741855926353.1736,5.746084,-4.096479,-8.322245,0.124172,0.087933,-0.015988
1741855926556.3904,5.468357,-5.046977,-7.97748,-0.016787,0.573161,-0.300303
1741855926768.7732,7.529764,-3.502717,-8.372523,-0.46551,1.227326,-0.118043
1741855926969.64,8.475474,-1.675941,-5.626374,-1.275556,0.747427,0.331213
1741855927188.1426,8.135497,-2.540248,-5.468357,-1.775173,1.437565,0.484962
1741855927388.5564,7.697359,-2.149993,0.59855,-1.528429,1.762383,0.599541
1741855927593.9854,7.864953,-3.74932,1.276109,-0.515072,1.434368,1.250775
1741855927804.1047,6.818686,-7.912837,4.793192,0.540652,0.837225,1.345103
1741855927991.587,6.624756,-7.323863,4.996699,0.04743,1.047997,-0.580888
1741855928204.7188,3.969586,-7.37893,4.762067,-1.360025,1.073311,0.055691
1741855928388.01,2.782062,-10.13226,3.883395,-0.707724,1.06958,-0.367985
1741855928597.385,3.29921,-9.272743,2.999935,-0.089531,-0.100456,-0.414083
1741855928822.9895,4.489128,-8.128315,3.402161,0.199847,-0.065816,-0.060221
1741855929022.8057,4.067749,-8.542512,3.339911,0.330413,-0.337342,-0.03091
1741855929223.1047,5.286397,-8.085219,4.594473,1.014956,-0.321354,-0.429538
1741855929436.8906,5.753267,-6.203377,6.885724,1.442095,-0.722113,0.049828
1741855929646.1335,6.722919,-4.345476,4.836287,0.549446,-1.179363,0.834294
1741855929837.436,8.580819,-7.16824,7.735666,0.107651,-1.052527,0.247011
1741855930035.2815,9.490616,-5.959168,2.796427,-0.015721,-0.589149,-0.56117
1741855930237.0696,8.937555,-3.414132,1.314417,-0.37891,-0.705326,-0.758885
1741855930454.1633,10.05086,-3.586514,1.175553,0.162009,-0.807115,-0.779669
1741855930660.0247,9.481039,-0.811634,-1.412579,0.998435,-1.507645,-0.808447
1741855930895.8843,8.963891,-0.342371,-6.543353,1.234521,-1.479133,-0.568098
