time,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,temperature,label
1741002793.5892513,-8.765172,-0.19393,-0.411803,0.046631,0.069813,-0.135896,36.17412,falling
1741002793.6462204,-8.999804,-0.268151,-0.514753,0.172934,0.195317,-0.1303,36.17412,falling
1741002793.7051866,-9.509769,-0.395043,-0.873884,0.233155,0.229691,-0.126303,36.18294,falling
1741002793.7595775,-8.147469,-0.335188,-1.024718,0.264331,0.223029,-0.06102,36.17412,falling
1741002793.8143473,-8.911219,-0.536301,-1.051055,0.370383,0.226227,0.039969,36.19471,falling
1741002793.879655,-7.601591,-0.526724,-0.718261,0.556374,0.085801,0.102855,36.17706,falling
1741002793.9377053,-3.909731,-0.802058,-1.00317,0.640043,0.476968,-0.191587,36.17706,falling
1741002793.997017,-1.599327,-1.460463,-3.600879,0.78793,0.812178,-0.254205,36.18294,falling
1741002794.0662112,-17.09699,0.466869,-3.007117,0.662159,0.607268,0.694135,36.18588,falling
1741002794.1421683,-2.585738,-4.206613,-3.8403,0.621391,0.125504,-0.345335,36.18882,falling
1741002794.2071297,-15.31092,-1.079785,-4.8722,0.119375,0.181461,0.926757,36.19176,falling
1741002794.2650986,-7.702147,3.581726,-4.623203,-0.014123,-0.943277,-0.403158,36.16824,falling
1741002794.3182156,2.377442,-5.762844,-5.109226,-0.134297,-0.626986,0.466309,36.17412,falling
1741002794.3865047,-11.76032,2.458845,-2.327164,-0.715452,-1.280352,2.164475,36.18882,falling
1741002794.4504678,5.595249,-6.878541,-1.438915,-0.051427,-1.886021,-0.092995,36.17706,falling
1741002794.5204294,2.152387,8.707711,0.988805,-1.289145,-2.033642,1.094628,36.19471,falling
1741002794.5954266,-11.1498,8.449138,4.680665,-0.879593,-0.826567,-0.53479,36.18,falling
1741002794.6993687,-12.4307,32.92506,10.70687,-2.002998,-8.731442,4.118977,36.16529,falling
1741002794.796332,16.07706,-19.37867,5.89213,-0.22143,-5.319923,-0.058355,36.15353,falling
1741002794.8952584,-6.998251,10.59674,14.91827,-1.71362,-2.032576,0.527862,36.17706,falling
1741002794.9622169,6.469133,-3.347094,11.60948,-1.61876,-1.447691,0.686674,36.16235,falling
1741002795.034041,7.03177,-1.893813,7.323863,-0.024515,-0.607534,-0.045299,36.16824,falling
1741002795.0993001,4.939238,-0.557849,8.619126,-0.287513,0.531593,-0.813776,36.17706,falling
1741002795.1792347,1.096544,0.299275,9.753978,-0.190521,0.303501,-0.168404,36.16235,falling
1741002795.257189,1.740585,-1.405396,8.413225,-0.118576,-0.01359,0.24328,36.15059,falling
1741002795.336143,1.898602,-0.059855,8.688558,0.087933,0.015721,0.180928,36.14765,falling
1741002795.4230936,0.984017,-0.019154,9.07163,0.241149,-0.123372,0.018386,36.17706,falling
1741002795.5053353,1.177947,1.264138,9.94312,0.211038,-0.034107,-0.060753,36.15941,falling
1741002795.5702987,1.300052,0.684742,9.758766,-0.249675,-0.0437,-0.079939,36.17118,falling
1741002795.630265,1.654393,1.029507,9.390059,-0.177198,-0.040502,0.090331,36.16824,falling
1741002795.688232,2.070984,-0.258574,9.323022,0.027179,0.026913,0.060221,36.15353,falling
1741002795.745455,2.449268,0.289698,9.651027,0.066349,-0.021317,-0.067681,36.16235,falling
1741002795.800295,1.922544,0.435745,9.363723,-0.058089,-0.067948,-0.096193,36.15059,falling
1741002795.8548267,2.25055,0.287304,9.251195,-0.172668,-0.065283,0.000799,36.15059,falling
1741002795.9127066,2.418144,0.328006,9.49301,-0.139893,-0.033308,0.055957,36.14471,falling
1741002795.9677875,2.209848,-0.459687,9.5385,-0.061553,0.070879,-0.063685,36.15059,falling
1741002796.0257685,1.551443,0.112527,9.454702,-0.062619,-0.053026,-0.151351,36.13294,falling
1741002796.0827358,1.802834,0.208296,9.308656,-0.036505,-0.070879,0.000533,36.15059,falling
1741002796.1397035,2.363077,0.162806,9.414001,-0.005329,0.043966,-0.036239,36.15941,falling
1741002796.1966724,1.774103,0.339977,9.497798,-0.039703,0.003464,0,36.17118,falling
1741002796.2638414,2.224213,0.117316,9.363723,-0.080472,-0.028511,-0.000799,36.14765,falling
1741002796.3407972,2.140416,0.043096,9.368511,-0.005063,0.035972,-0.013856,36.15941,falling

1741003065.9498932,7.204153,-0.505177,2.104503,-0.607002,-0.518003,-0.128168,36.0447,falling
1741003066.0098095,7.417237,-1.532289,2.102109,-0.179862,-0.846285,-0.285914,36.0447,falling
1741003066.07146,11.42274,-2.094927,1.029507,-0.033041,-0.796456,-0.45645,36.05647,falling
1741003066.1288416,7.838616,-0.37589,-0.603339,-0.33894,-0.074343,-0.019985,36.05059,falling
1741003066.1826675,6.311116,2.164358,-0.42138,-0.626453,0.367452,-0.027979,36.05059,falling
1741003066.2359667,11.65258,-0.964863,1.043872,-0.923825,0.376511,-0.154815,36.05353,falling
1741003066.2955213,11.59272,1.537078,0.011971,-1.096227,1.681911,0.269394,36.03588,falling
1741003066.3548331,6.993463,2.011129,1.546654,-0.933684,1.467142,0.309096,36.04176,falling
1741003066.4162984,13.3764,1.731008,2.408567,-0.909436,1.599574,0.764214,36.0447,falling
1741003066.4725993,3.933673,-0.545878,1.678335,-0.932352,1.094894,0.486294,36.02706,falling
1741003066.5307276,0.280122,2.770091,0.751779,-1.667522,0.672285,0.898778,36.03294,falling
1741003066.589826,1.927332,-6.071695,-0.955287,-2.085335,0.727176,1.176432,36.04176,falling
1741003066.6626303,5.087678,7.184999,-2.262521,-1.230257,0.090597,2.445859,36.0447,falling
1741003066.7162833,2.636016,-5.346252,3.615245,-0.239283,0.332812,0.901976,36.02412,falling
1741003066.7725635,7.192182,-9.07163,0.055067,-0.249142,0.535323,0.638977,36.03588,falling
1741003066.8469806,37.19153,-31.38559,15.17924,1.78823,5.591981,4.600208,36.02118,falling
1741003066.9126294,-19.97004,-15.54316,10.19212,2.255871,5.19362,2.196717,36.02412,falling
1741003066.9714136,-2.525883,10.92953,7.632715,2.847152,0.855877,1.818873,36.00941,falling
1741003067.0257773,-14.28141,-18.9549,8.927979,3.274024,-0.141225,0.480165,36.03588,falling
1741003067.0877612,-0.423774,0.390255,4.395754,3.155715,-1.085835,1.116211,36.01529,falling
1741003067.169428,-2.348712,5.872977,8.762778,0.296839,0.583286,-0.179596,36.00647,falling
1741003067.241835,-7.568071,2.257732,8.078036,-0.06555,1.396263,-0.326417,36.03,falling
1741003067.308509,-7.929596,3.473987,7.45315,-0.188922,-0.102588,0.528662,36.02706,falling
1741003067.4119868,0.737414,-0.778116,9.643845,-0.325884,-0.2169,-0.211305,36.00647,falling
1741003067.4710288,-4.259285,-2.286463,9.902418,0.367985,0.106319,-0.162009,36.00941,falling
1741003067.5369008,-2.901772,1.16837,7.544129,0.213969,0.039703,0.114579,35.99176,falling
1741003067.6066256,-3.995923,-1.82917,9.105149,-0.236885,-0.297639,-0.121773,36.01235,falling
1741003067.6703222,-2.619257,-2.161964,9.212888,-0.143623,-0.231822,-0.067415,36.01235,falling
1741003067.733324,-2.454057,-0.833182,7.989451,0.099657,0.085801,-0.023182,35.98588,falling
1741003067.7971292,-3.816358,-0.162806,8.798691,-0.003997,0.055957,0.231556,36.00353,falling
1741003067.8619525,-3.548207,-0.76375,9.07163,-0.055691,-0.260334,0.055957,36.02118,falling
1741003068.1147444,-2.861071,-0.433351,8.836999,-0.015455,-0.116178,-0.053559,36.02118,falling
1741003068.1812747,-2.806004,-0.785298,8.65025,0.075142,0.060487,-0.059155,36.02706,falling
1741003068.250165,-3.143587,-0.241814,8.92319,0.043966,0.028245,-0.037038,36.00647,falling
1741003068.3178084,-3.145981,-0.409408,8.892065,-0.00826,-0.043966,-0.023715,36.01823,falling
1741003068.3810725,-2.961627,-0.390255,8.858546,0.015721,0,0.005329,36.02118,falling
1741003068.4474297,-2.971204,-0.301669,8.789114,0.036239,-0.004263,-0.009859,36.00647,falling
1741003068.5082867,-3.0143,-0.335188,8.798691,0.010126,-0.012257,-0.019452,36.00647,falling
1741003068.5705223,-3.064578,-0.138864,8.772355,0.032508,0.01732,-0.040236,36.01235,falling
1741003068.645695,-3.181894,-0.172383,8.695741,0.022383,0.003464,-0.046897,36.02706,falling
1741003068.7293913,-2.935291,-0.363919,8.817844,0.014922,-0.026646,-0.025847,36.01823,falling
1741003068.7907796,-3.019088,-0.371101,8.796297,0.024781,-0.011191,0.00826,36.02118,falling

1741003197.4366853,7.534553,-0.026336,1.51553,-0.285648,-0.843087,-0.17773,35.92118,falling
1741003197.4927638,6.22253,0.122104,-0.538695,-0.197182,-0.874796,-0.195051,35.92412,falling
1741003197.5626376,10.33577,0.272939,-0.675165,-0.372248,-0.637645,-0.244879,35.91529,falling
