millis,accX,accY,accZ,gyroX,gyroY,gyroZ
9862623,10.527305,-0.292093,-1.845930,0.039170,-0.545449,-0.033041
9900729,10.421960,0.203507,-2.267309,0.054891,0.159877,0.006662
9938728,10.268731,-0.217872,-0.596156,-0.020518,0.081271,-0.002931
9976728,10.450690,-0.102951,-1.762132,-0.063685,0.143623,0.011724
10014728,10.424355,-0.632069,-0.835576,-0.071145,0.257403,0.036505
10052728,10.534488,-0.325611,-2.585738,-0.017853,0.806049,0.010658
10090728,10.163386,-0.043096,-1.426944,0.071678,1.958766,-0.057556
10128728,9.957485,-0.213084,2.391808,0.129234,1.603305,-0.040769
10166728,10.230424,-0.342371,1.596933,0.082070,0.373847,-0.010658
10204728,10.218452,0.148441,1.323994,0.248609,0.351997,0.009593
10242728,10.381259,-0.299275,0.059855,0.168671,0.080738,-0.030910
10280729,10.208876,-0.258574,1.132457,-0.040236,0.125237,0.022116
10318728,10.254366,-0.258574,1.024718,-0.045032,0.086867,0.002665
10356728,10.223241,-0.265756,1.429338,-0.031443,-0.044499,-0.012257
10394728,10.278308,-0.239420,0.775721,-0.020784,0.007461,-0.011458
