millis,accX,accY,accZ,gyroX,gyroY,gyroZ
12132624,-0.390255,10.081984,2.020706,0.166006,-0.003464,-0.167072
12170733,-0.347159,10.201694,3.703830,0.163342,0.223029,-0.325084
12208731,0.131681,9.574412,2.911349,0.405023,0.134031,-0.104453
12246731,-0.533907,10.445902,4.137180,0.781801,-0.386903,0.342404
12284732,-0.301669,10.328587,2.468422,0.912101,-0.191054,0.137761
12322728,-0.248997,8.599973,-0.459687,0.918496,-0.048763,0.166539
12360733,-0.335188,9.301474,1.410185,1.311795,-0.382907,0.283250
12398731,0.191536,9.646238,-0.402226,1.071446,-0.347201,0.186524
12436731,0.205901,8.925584,-1.699883,0.772741,-0.062619,0.146821
12474733,0.277727,9.464279,0.225055,0.699464,-0.224361,0.107651
12512731,0.864307,10.002975,-1.529895,0.377844,-0.129501,0.186524
12550731,-0.191536,9.205706,-1.900996,0.067948,-0.098591,0.209706
12588733,0.675165,9.344569,-0.735020,0.302168,-0.068481,-0.151351
12626733,0.876278,9.435549,-1.376666,-0.061020,0.070080,-0.042634
12664733,-0.021548,9.418790,-1.369483,-0.032508,0.075675,-0.016521
