millis,accX,accY,accZ,gyroX,gyroY,gyroZ
14428627,0.428562,-9.555259,3.770868,0.933684,0.128701,-0.038371
14466737,0.079009,-9.727641,4.086902,0.203577,0.101789,0.176398
14504736,-0.071826,-8.980651,3.969586,0.176132,0.043700,0.010126
14542736,-0.035913,-9.342175,4.062960,-0.075942,-0.046631,0.040236
14580736,0.021548,-9.423578,3.995923,-0.758619,-0.127369,0.060753
14618736,-0.356736,-8.085219,3.172317,0.269660,-0.016521,0.039436
14656736,0.277727,-10.769119,4.177882,-0.287247,0.070879,0.181461
14694736,-0.162806,-9.275137,3.023877,-1.539087,-0.180395,-0.069014
14732736,-0.296881,-10.017340,2.365471,-2.412285,-0.118043,-0.714386
14770732,1.110910,-8.602366,1.908179,-1.787963,-0.462312,-0.324018
14808732,0.622492,-8.980651,0.790087,-0.929688,-0.250208,-0.116977
14846732,0.531513,-9.653421,0.507571,-0.515871,-0.102322,0.174000
14884731,0.476446,-9.303867,0.517148,-0.096193,-0.018119,0.099124
14922736,0.292093,-10.108319,0.617704,0.245678,0.083669,0.021583
14960736,0.639252,-10.874464,1.130063,0.094061,0.034640,0.047430
