millis,accX,accY,accZ,gyroX,gyroY,gyroZ
22702,0.99,0.01,-0.13,13.8,5.54,-27.2
22810,1.03,0.0,-0.11,13.88,5.52,-27.21
22915,1.0,0.02,-0.12,13.96,5.47,-27.31
23022,1.03,-0.0,-0.12,14.02,5.26,-27.39
23129,1.0,0.02,-0.12,14.07,5.48,-27.54
23235,1.04,0.01,-0.1,14.14,5.33,-27.69
23341,1.02,0.0,-0.13,14.28,5.42,-27.72
23448,1.02,-0.0,-0.12,14.33,5.12,-28.07
23554,1.03,0.01,-0.13,14.35,5.31,-28.13
23661,1.0,-0.0,-0.13,14.37,5.24,-28.31
23767,1.02,0.01,-0.14,14.4,5.03,-28.52
23873,1.0,0.01,-0.11,14.44,5.09,-28.63
23980,1.03,0.0,-0.13,14.48,4.7,-28.75
24087,1.01,0.0,-0.11,14.56,4.71,-28.91
24193,1.02,0.02,-0.13,14.61,4.34,-29.07
24300,1.02,-0.0,-0.13,14.63,4.53,-29.22
24406,1.02,0.01,-0.13,14.73,4.41,-29.38
24513,1.02,0.01,-0.11,14.77,4.65,-29.56
24620,1.0,0.01,-0.12,14.81,4.44,-29.86
24728,1.03,-0.01,-0.13,14.87,4.62,-29.96
24834,0.99,0.02,-0.12,14.95,4.67,-30.13
24941,1.04,0.0,-0.13,15.01,4.53,-30.26
25047,0.99,0.0,-0.12,15.04,4.49,-30.49
25153,1.04,0.01,-0.12,15.14,4.25,-30.51
25260,0.99,0.02,-0.12,15.14,4.16,-30.75
25367,1.04,0.0,-0.12,15.27,4.2,-30.58
25475,1.0,-0.0,-0.13,15.33,4.01,-30.8
25582,1.03,0.01,-0.13,15.38,3.6,-30.95
25689,1.02,0.01,-0.12,15.44,3.92,-31.03
