14571,-0.09,-0.02,0.96,-10.6,-64.61,389.03
14677,-0.08,-0.02,0.97,-10.63,-65.07,391.7
14784,-0.08,-0.02,0.97,-10.69,-65.57,394.42
14891,-0.08,-0.02,0.97,-10.7,-66.03,397.2
14998,-0.08,-0.02,0.96,-10.76,-66.49,399.93
15105,-0.09,-0.03,0.96,-10.73,-66.91,402.7
15212,-0.08,-0.02,0.95,-10.87,-67.45,405.49
15318,-0.08,-0.03,0.95,-10.89,-67.93,408.19
15424,-0.09,-0.02,0.96,-10.96,-68.31,411.03
15531,-0.08,-0.02,0.96,-11.03,-68.76,413.79
15638,-0.09,-0.02,0.96,-11.08,-69.22,416.58
15745,-0.09,-0.02,0.96,-11.15,-69.65,419.58
15852,-0.09,-0.01,0.96,-11.22,-70.03,422.88
15958,-0.09,-0.02,0.97,-11.29,-70.51,425.57
16065,-0.08,-0.02,0.96,-11.34,-70.95,428.31
16172,-0.09,-0.03,0.96,-11.47,-71.42,431.02
16279,-0.08,-0.03,0.95,-11.44,-71.84,433.78
16386,-0.09,-0.01,0.97,-11.56,-72.4,436.52
16493,-0.08,-0.03,0.96,-11.58,-72.86,439.28
50656,-0.07,-0.04,0.98,-26.23,-222.8,1314.52
50763,-0.07,-0.1,0.92,-24.21,-223.44,1317.38
50871,-0.1,-0.02,0.95,-25.0,-224.07,1320.08
50978,-0.08,-0.02,0.95,-24.97,-224.48,1322.85
51084,-0.08,-0.01,0.96,-25.1,-224.97,1325.56
51191,-0.09,-0.02,0.96,-25.04,-225.46,1328.32
51297,-0.08,-0.02,0.97,-25.1,-225.88,1331.07
51404,-0.08,-0.03,0.96,-25.11,-226.32,1333.78
51511,-0.07,-0.02,0.96,-25.34,-226.78,1336.53
51618,-0.09,-0.01,0.97,-25.54,-227.46,1339.23
51725,-0.09,-0.03,0.96,-25.49,-227.92,1342.06
51831,-0.09,-0.02,0.96,-25.65,-228.36,1344.87
51938,-0.09,-0.03,0.97,-25.7,-228.87,1347.58
52043,-0.08,-0.03,0.97,-25.64,-229.31,1350.31
52150,-0.1,-0.02,0.97,-25.69,-229.89,1353.07
52257,-0.09,-0.01,0.96,-25.65,-230.44,1355.86
52364,-0.09,-0.02,0.96,-25.71,-230.95,1358.63
52471,-0.08,-0.02,0.95,-25.85,-231.37,1361.44
52578,-0.08,-0.02,0.96,-25.9,-231.83,1364.25
52685,-0.08,-0.02,0.96,-25.75,-232.32,1367.01
52791,-0.09,-0.02,0.96,-25.82,-232.77,1369.79
52897,-0.08,-0.02,0.95,-25.81,-233.18,1372.5
53003,-0.08,-0.03,0.95,-25.88,-233.65,1375.24
53109,-0.09,-0.03,0.96,-25.96,-234.09,1378.03
53216,-0.09,-0.03,0.96,-26.03,-234.51,1380.79
53322,-0.09,-0.02,0.96,-26.08,-234.98,1383.49
53429,-0.09,-0.02,0.97,-26.01,-235.42,1386.2
53535,-0.09,-0.02,0.96,-26.09,-235.97,1388.95
53642,-0.09,-0.03,0.96,-26.16,-236.42,1391.73
53749,-0.08,-0.03,0.96,-26.2,-236.83,1394.53
53856,-0.09,-0.03,0.96,-26.22,-237.29,1397.28
53963,-0.09,-0.03,0.94,-26.25,-237.74,1400.02
54070,-0.09,-0.03,0.95,-26.31,-238.26,1402.75
54177,-0.09,-0.02,0.96,-26.4,-238.76,1405.5
54284,-0.08,-0.02,0.97,-26.58,-239.2,1408.25
54391,-0.08,-0.02,0.97,-26.65,-239.68,1411.01
54498,-0.08,-0.02,0.97,-26.64,-240.14,1413.77
54605,-0.09,-0.02,0.96,-26.63,-240.61,1416.49
54712,-0.08,-0.02,0.96,-26.65,-241.1,1419.25
54818,-0.09,-0.03,0.98,-26.67,-241.61,1421.98
54925,-0.08,-0.02,0.96,-26.76,-242.03,1424.75
55032,-0.09,-0.03,0.96,-26.86,-242.51,1427.5
55139,-0.09,-0.03,0.96,-26.9,-242.93,1430.27
55246,-0.08,-0.02,0.95,-26.94,-243.4,1433.02
55352,-0.09,-0.02,0.95,-27.0,-243.83,1435.74
55459,-0.08,-0.02,0.96,-27.09,-244.32,1438.46
55565,-0.09,-0.02,0.97,-27.14,-244.85,1441.22
55672,-0.08,-0.03,0.96,-27.2,-245.34,1443.95
55779,-0.08,-0.02,0.95,-27.24,-245.82,1446.71
55885,-0.08,-0.02,0.96,-27.31,-246.3,1449.44
55992,-0.08,-0.02,0.97,-27.38,-246.82,1452.17
56098,-0.07,-0.03,0.95,-27.53,-247.28,1454.89
56205,-0.08,-0.03,0.97,-27.63,-247.65,1457.65
56311,-0.08,-0.03,0.96,-27.73,-248.07,1460.41
56417,-0.08,-0.02,0.97,-27.81,-248.52,1463.11
56524,-0.07,-0.02,0.96,-27.72,-248.92,1465.89
56631,-0.08,-0.02,0.97,-27.77,-249.45,1468.68
56738,-0.08,-0.02,0.96,-27.72,-249.9,1471.46
56844,-0.08,-0.03,0.96,-27.75,-250.32,1474.15
56951,-0.09,-0.04,0.97,-27.85,-250.71,1476.91
57057,-0.08,-0.04,0.96,-28.1,-251.27,1479.61
57164,-0.08,-0.03,0.97,-27.99,-251.66,1482.36
57271,-0.09,-0.02,0.95,-27.98,-252.11,1485.14
57377,-0.09,-0.02,0.95,-27.96,-252.52,1487.85
57484,-0.08,-0.03,0.96,-27.92,-253.0,1490.64
57590,-0.08,-0.03,0.96,-27.96,-253.4,1493.45
57696,-0.09,-0.03,0.96,-28.02,-253.96,1496.22
57803,-0.08,-0.04,0.95,-28.1,-254.38,1499.0
57911,-0.09,-0.03,0.97,-28.12,-254.87,1501.76
58018,-0.09,-0.02,0.95,-28.25,-255.41,1504.5
58124,-0.08,-0.02,0.95,-28.36,-255.91,1507.2
58230,-0.07,-0.03,0.96,-28.57,-256.34,1509.92
58337,-0.09,-0.02,0.96,-28.69,-256.81,1512.66
58444,-0.08,-0.02,0.95,-28.72,-257.2,1515.46
58551,-0.08,-0.02,0.96,-28.65,-257.66,1518.24
58658,-0.08,-0.02,0.96,-28.62,-258.09,1520.98
58765,-0.09,-0.02,0.97,-28.73,-258.64,1523.7
58872,-0.09,-0.02,0.95,-28.84,-259.13,1526.44
58979,-0.08,-0.03,0.95,-28.95,-259.55,1529.19
59086,-0.09,-0.03,0.96,-28.95,-259.99,1531.95
59193,-0.08,-0.02,0.95,-29.0,-260.44,1534.66
59299,-0.08,-0.03,0.97,-28.98,-260.92,1537.36
59405,-0.1,-0.02,0.97,-29.05,-261.47,1540.08
59511,-0.08,-0.02,0.96,-29.13,-261.96,1542.8
59618,-0.09,-0.03,0.95,-29.25,-262.51,1545.52
59725,-0.08,-0.03,0.96,-29.38,-262.97,1548.28
59832,-0.08,-0.03,0.96,-29.35,-263.33,1551.07
59939,-0.09,-0.03,0.96,-29.35,-263.8,1553.79
60046,-0.09,-0.02,0.96,-29.32,-264.27,1556.55
60153,-0.09,-0.02,0.96,-29.39,-264.65,1559.32
60260,-0.07,-0.02,0.97,-29.38,-265.1,1562.07
60368,-0.08,-0.03,0.96,-29.32,-265.61,1564.87
60475,-0.09,-0.02,0.97,-29.3,-266.11,1567.6
60582,-0.09,-0.03,0.96,-29.3,-266.56,1570.32
60689,-0.08,-0.03,0.96,-29.39,-267.04,1573.05
60796,-0.09,-0.03,0.96,-29.45,-267.5,1575.77
60903,-0.08,-0.02,0.97,-29.51,-267.98,1578.5
61010,-0.1,-0.03,0.96,-29.45,-268.48,1581.27
61117,-0.08,-0.03,0.95,-29.42,-268.92,1584.05
61224,-0.09,-0.03,0.96,-29.44,-269.48,1586.81
61331,-0.09,-0.02,0.97,-29.47,-269.9,1589.56
61438,-0.08,-0.02,0.96,-29.59,-270.33,1592.33
61545,-0.07,-0.03,0.93,-29.59,-270.7,1595.14
61652,-0.08,-0.03,0.96,-29.65,-271.16,1597.92
61759,-0.1,-0.02,0.96,-29.79,-271.6,1600.67
61865,-0.08,-0.02,0.97,-29.89,-271.96,1603.41
61972,-0.08,0.0,0.94,-29.7,-272.53,1606.22
62080,-0.08,-0.02,0.93,-29.61,-272.88,1609.05
62187,-0.1,-0.02,0.97,-29.61,-273.29,1611.84
62293,-0.09,-0.02,0.96,-29.6,-273.74,1614.57
62400,-0.09,-0.02,0.97,-29.62,-274.21,1617.36
62507,-0.09,-0.04,0.96,-29.56,-274.65,1620.13
62614,-0.08,-0.03,0.96,-29.62,-275.1,1622.9
62723,-0.09,-0.04,0.96,-29.71,-275.55,1625.72
62831,-0.09,-0.05,0.95,-29.81,-276.05,1628.48
62938,-0.08,-0.04,0.96,-29.71,-276.43,1631.31
63045,-0.08,-0.02,0.97,-29.8,-276.85,1634.07
63152,-0.09,-0.01,0.98,-29.84,-277.34,1636.79
63259,-0.08,-0.01,0.96,-29.93,-277.75,1639.57
63366,-0.08,-0.02,0.96,-29.85,-278.25,1642.31
63473,-0.09,-0.02,0.97,-29.75,-278.71,1645.09
63580,-0.09,-0.03,0.95,-29.87,-279.13,1647.87
63686,-0.09,-0.03,0.96,-30.0,-279.64,1650.62
63792,-0.09,-0.04,0.97,-30.11,-280.11,1653.37
63899,-0.1,-0.03,0.97,-30.19,-280.55,1656.12
64005,-0.08,-0.03,0.96,-30.28,-281.0,1658.84
64111,-0.08,-0.01,0.96,-30.37,-281.44,1661.58
64216,-0.07,-0.01,0.97,-30.32,-281.84,1664.29
64323,-0.09,-0.01,0.97,-30.28,-282.3,1667.05
64429,-0.06,-0.02,0.97,-30.35,-282.76,1669.76
64535,-0.07,-0.03,0.96,-30.46,-283.27,1672.48
64642,-0.09,-0.04,0.96,-30.49,-283.83,1675.24
64749,-0.09,-0.03,0.96,-30.53,-284.32,1677.95
64856,-0.08,-0.02,0.95,-30.63,-284.73,1680.66
64963,-0.08,-0.01,0.96,-30.77,-285.2,1683.39
65070,-0.08,-0.01,0.96,-30.82,-285.68,1686.11
65176,-0.09,-0.02,0.96,-30.9,-286.15,1688.83
65282,-0.08,-0.04,0.96,-30.97,-286.61,1691.6
65389,-0.08,-0.04,0.96,-31.04,-287.07,1694.38
65496,-0.1,-0.02,0.96,-31.06,-287.56,1697.19
65602,-0.08,-0.02,0.96,-31.06,-287.95,1699.98
65709,-0.09,-0.03,0.96,-31.13,-288.36,1702.73
65905,-0.07,-0.01,0.95,-31.02,-288.99,1707.86
9755,-0.08,-0.01,0.95,-14.4,-8.03,0.02
9862,-0.09,-0.0,0.95,-14.21,-8.01,-0.01
9969,-0.09,-0.01,0.96,-14.14,-7.99,-0.01
10075,-0.08,-0.01,0.96,-14.05,-8.02,-0.0
10181,-0.08,-0.02,0.96,-14.01,-8.1,0.01
10287,-0.07,-0.01,0.95,-14.11,-8.05,0.0
10394,-0.08,-0.01,0.96,-14.18,-8.04,0.0
10501,-0.08,-0.01,0.95,-14.24,-8.0,-0.01
10608,-0.08,-0.01,0.95,-14.29,-7.98,-0.04
10715,-0.08,-0.01,0.96,-14.34,-7.99,-0.04
10821,-0.07,-0.01,0.96,-14.36,-8.02,-0.04
10928,-0.08,-0.01,0.96,-14.38,-8.1,-0.05
11033,-0.08,-0.02,0.96,-14.37,-8.09,-0.08
11140,-0.08,-0.01,0.96,-14.31,-8.1,-0.12
11247,-0.07,-0.01,0.96,-14.21,-8.08,-0.14
11354,-0.08,-0.01,0.97,-14.23,-8.08,-0.15
11461,-0.08,-0.01,0.97,-14.2,-8.13,-0.15
11567,-0.08,-0.01,0.97,-14.24,-8.19,-0.13
11674,-0.07,-0.01,0.96,-14.25,-8.24,-0.15
11781,-0.08,-0.01,0.95,-14.21,-8.19,-0.16
11888,-0.08,-0.01,0.97,-14.16,-8.13,-0.17
11994,-0.09,0.0,0.96,-14.02,-8.31,-0.16
12101,-0.08,-0.0,0.96,-14.07,-8.35,-0.19
12208,-0.09,-0.01,0.96,-13.96,-8.39,-0.18
12315,-0.08,-0.01,0.97,-14.0,-8.42,-0.16
12422,-0.07,-0.01,0.96,-13.97,-8.33,-0.15
12528,-0.08,-0.01,0.95,-13.95,-8.28,-0.16
12634,-0.08,-0.01,0.97,-13.93,-8.21,-0.17
12740,-0.08,-0.01,0.97,-13.92,-8.27,-0.18
12848,-0.09,-0.0,0.97,-13.82,-7.87,-0.21
50790,-0.09,-0.02,0.96,-12.78,-11.29,-0.53
50897,-0.08,-0.01,0.95,-12.81,-11.3,-0.55
51004,-0.08,-0.01,0.96,-12.85,-11.39,-0.59
51111,-0.08,-0.01,0.96,-12.88,-11.35,-0.53
51217,-0.07,-0.01,0.96,-12.9,-11.36,-0.53
51324,-0.08,-0.01,0.96,-12.89,-11.38,-0.55
51429,-0.08,-0.01,0.96,-12.89,-11.39,-0.55
51536,-0.08,-0.01,0.96,-12.88,-11.42,-0.55
51642,-0.08,-0.01,0.96,-12.89,-11.36,-0.54
51749,-0.08,-0.01,0.96,-12.86,-11.41,-0.54
51856,-0.07,-0.01,0.95,-12.9,-11.42,-0.56
51962,-0.08,-0.02,0.96,-12.89,-11.45,-0.54
52069,-0.09,-0.01,0.97,-12.86,-11.5,-0.55
52175,-0.07,-0.0,0.94,-12.83,-11.53,-0.54
52282,-0.09,-0.01,0.96,-12.79,-11.6,-0.5
52389,-0.09,-0.02,0.96,-12.7,-11.63,-0.49
52496,-0.08,-0.01,0.96,-12.68,-11.63,-0.48
52603,-0.07,-0.01,0.96,-12.74,-11.68,-0.47
52710,-0.08,-0.01,0.96,-12.75,-11.62,-0.46
52817,-0.08,-0.0,0.97,-12.8,-11.65,-0.48
52923,-0.08,-0.01,0.96,-12.72,-11.65,-0.49
53030,-0.08,-0.01,0.96,-12.77,-11.53,-0.5
53137,-0.08,-0.02,0.96,-12.84,-11.53,-0.53
53244,-0.09,-0.02,0.97,-12.83,-11.61,-0.52
53351,-0.08,-0.01,0.97,-12.89,-11.55,-0.54
53457,-0.09,-0.01,0.96,-12.84,-11.62,-0.57
53564,-0.09,-0.03,0.96,-12.73,-11.72,-0.59
53671,-0.08,-0.02,0.96,-12.72,-11.68,-0.62
53778,-0.08,-0.02,0.96,-12.68,-11.74,-0.62
53885,-0.08,-0.01,0.96,-12.72,-11.7,-0.62
53992,-0.08,-0.0,0.96,-12.76,-11.68,-0.6
54099,-0.1,-0.02,1.01,-12.77,-11.73,-0.64
54205,-0.08,-0.02,0.96,-12.84,-11.75,-0.66
54312,-0.08,-0.01,0.95,-12.82,-11.79,-0.67
54419,-0.08,-0.01,0.95,-12.82,-11.79,-0.72
54526,-0.08,-0.01,0.96,-12.8,-11.8,-0.71
54633,-0.08,-0.01,0.96,-12.78,-11.83,-0.73
54740,-0.07,-0.01,0.97,-12.78,-11.76,-0.74
54847,-0.07,-0.01,0.96,-12.78,-11.77,-0.71
54954,-0.09,-0.01,0.97,-12.73,-11.83,-0.73
55061,-0.08,-0.01,0.96,-12.75,-11.81,-0.7
55168,-0.07,-0.01,0.96,-12.76,-11.8,-0.69
55275,-0.09,-0.01,0.96,-12.77,-11.86,-0.71
55381,-0.08,-0.01,0.96,-12.76,-11.84,-0.67
55487,-0.07,-0.01,0.95,-12.75,-11.87,-0.7
55594,-0.08,-0.01,0.96,-12.74,-11.82,-0.71
55701,-0.08,-0.01,0.95,-12.75,-11.86,-0.7
55808,-0.09,-0.02,0.96,-12.76,-11.89,-0.67
55914,-0.07,-0.01,0.96,-12.76,-11.87,-0.65
56020,-0.08,-0.01,0.96,-12.74,-11.84,-0.68
56127,-0.09,-0.0,0.97,-12.87,-12.09,-0.67
56234,-0.07,-0.02,0.95,-12.87,-12.11,-0.65
56341,-0.07,-0.02,0.95,-12.91,-12.1,-0.67
56448,-0.09,-0.02,0.96,-12.81,-12.16,-0.71
56555,-0.07,-0.0,0.96,-12.86,-12.16,-0.7
56662,-0.07,0.0,0.95,-12.94,-12.22,-0.66
15484,-0.09,-0.01,0.96,-10.78,-1.99,120.24
15591,-0.07,-0.01,0.96,-10.85,-1.97,120.78
15698,-0.08,0.0,0.96,-11.08,-2.02,121.28
15805,-0.09,-0.01,0.96,-11.05,-2.17,121.87
15912,-0.08,-0.01,0.95,-11.32,-2.01,122.41
16019,-0.08,-0.08,0.97,-11.51,-1.22,116.58
16126,-0.08,-0.01,0.96,-11.62,-1.44,117.22
16233,-0.09,-0.01,0.95,-12.04,-1.43,120.09
16339,-0.08,-0.01,0.95,-11.99,-1.39,120.63
16445,-0.08,-0.01,0.97,-12.15,-1.32,120.85
16553,-0.08,0.0,0.95,-12.1,-1.31,121.42
16660,-0.08,-0.01,0.97,-12.22,-1.33,121.94
16767,-0.07,-0.0,0.96,-12.4,-1.27,122.5
16874,-0.08,-0.01,0.95,-12.59,-1.25,123.02
16981,-0.08,-0.0,0.95,-12.72,-1.39,123.59
17089,-0.09,-0.01,0.97,-12.68,-1.43,124.12
17195,-0.08,-0.0,0.96,-12.79,-1.37,124.65
17301,-0.08,-0.0,0.95,-12.83,-1.47,125.19
17408,-0.08,-0.0,0.97,-12.94,-1.47,125.75
17514,-0.07,-0.01,0.96,-12.99,-1.49,126.31
17621,-0.08,-0.01,0.96,-13.13,-1.49,126.88
17728,-0.08,-0.01,0.96,-13.13,-1.46,127.47
17834,-0.08,0.0,0.96,-13.31,-1.41,128.01
17942,-0.08,-0.01,0.95,-13.3,-1.43,128.61
18049,-0.08,-0.01,0.95,-13.4,-1.49,129.17
18156,-0.08,-0.01,0.97,-13.47,-1.55,129.72
18263,-0.08,-0.01,0.96,-13.48,-1.59,130.29
18370,-0.07,-0.0,0.96,-13.54,-1.49,130.86
18476,-0.08,-0.0,0.96,-13.6,-1.51,131.38
18582,-0.07,-0.01,0.97,-13.71,-1.48,131.91
16078,-0.07,-0.02,0.96,-0.23,2.65,-0.34
16185,-0.09,-0.01,0.95,-0.15,2.55,-0.37
16291,-0.08,-0.02,0.95,-0.16,2.57,-0.36
16398,-0.08,-0.0,0.97,-0.14,2.55,-0.32
16504,-0.08,-0.02,0.97,-0.14,2.59,-0.32
16611,-0.08,0.0,0.96,-0.25,2.68,-0.31
16718,-0.09,-0.01,0.96,-0.2,2.66,-0.33
16825,-0.07,-0.0,0.97,-0.22,2.7,-0.33
16932,-0.07,-0.0,0.95,-0.21,2.74,-0.3
17039,-0.08,-0.01,0.96,-0.22,2.67,-0.29
17146,-0.08,-0.01,0.95,-0.24,2.63,-0.31
17252,-0.08,-0.01,0.95,-0.24,2.62,-0.31
17359,-0.08,-0.01,0.95,-0.27,2.61,-0.36
17466,-0.07,-0.01,0.96,-0.29,2.68,-0.34
17573,-0.08,-0.01,0.95,-0.29,2.66,-0.33
17680,-0.08,-0.02,0.96,-0.29,2.65,-0.36
17786,-0.08,-0.01,0.96,-0.3,2.73,-0.37
17893,-0.09,-0.01,0.96,-0.29,2.68,-0.4
17999,-0.08,-0.01,0.96,-0.31,2.72,-0.38
18106,-0.08,-0.01,0.95,-0.38,2.68,-0.37
18213,-0.08,-0.02,0.96,-0.42,2.68,-0.37
18320,-0.08,-0.01,0.96,-0.43,2.8,-0.34
18427,-0.08,-0.01,0.95,-0.47,2.78,-0.37
18534,-0.08,-0.01,0.96,-0.41,2.74,-0.38
18641,-0.07,-0.0,0.96,-0.43,2.78,-0.33
18748,-0.08,-0.01,0.96,-0.43,2.73,-0.32
18855,-0.07,-0.01,0.95,-0.48,2.76,-0.31
18963,-0.08,-0.01,0.97,-0.46,2.77,-0.32
19070,-0.08,-0.01,0.95,-0.42,2.74,-0.31
19177,-0.09,-0.02,0.96,-0.42,2.71,-0.33
19286,-0.08,-0.02,0.96,-0.35,2.61,-0.33
19394,-0.08,-0.01,0.96,-0.36,2.64,-0.33
19501,-0.08,-0.0,0.96,-0.31,2.66,-0.31
19608,-0.08,-0.01,0.97,-0.29,2.72,-0.31
19715,-0.08,-0.02,0.96,-0.27,2.67,-0.33
19822,-0.07,-0.01,0.96,-0.25,2.65,-0.34
19929,-0.08,-0.01,0.96,-0.24,2.6,-0.31
20035,-0.08,-0.02,0.95,-0.22,2.59,-0.3
20142,-0.08,-0.02,0.97,-0.21,2.65,-0.28
20249,-0.08,-0.01,0.95,-0.21,2.64,-0.28
20356,-0.08,-0.01,0.96,-0.24,2.63,-0.29
20463,-0.08,-0.01,0.96,-0.22,2.65,-0.29
20570,-0.07,-0.01,0.96,-0.21,2.63,-0.28
20677,-0.08,-0.0,0.96,-0.26,2.6,-0.33
20784,-0.09,-0.01,0.97,-0.24,2.59,-0.36
20891,-0.07,-0.01,0.96,-0.23,2.6,-0.34
20998,-0.07,-0.01,0.96,-0.22,2.57,-0.32
21105,-0.08,-0.01,0.96,-0.26,2.54,-0.36
21212,-0.07,-0.01,0.95,-0.3,2.59,-0.34
21320,-0.07,-0.01,0.96,-0.28,2.62,-0.25
21427,-0.07,-0.01,0.96,-0.35,2.64,-0.27
21534,-0.08,-0.01,0.96,-0.38,2.7,-0.26
21641,-0.08,-0.0,0.97,-0.39,2.72,-0.24
21748,-0.09,-0.01,0.96,-0.38,2.67,-0.25
21855,-0.08,-0.01,0.95,-0.42,2.68,-0.25
21962,-0.07,-0.01,0.96,-0.43,2.69,-0.22
22069,-0.08,-0.01,0.95,-0.42,2.64,-0.24
22177,-0.07,-0.01,0.96,-0.45,2.59,-0.25
22284,-0.08,-0.01,0.96,-0.45,2.62,-0.24
22391,-0.07,-0.01,0.94,-0.41,2.61,-0.23
22498,-0.09,-0.01,0.96,-0.4,2.57,-0.23
22605,-0.08,-0.01,0.97,-0.45,2.55,-0.21
22712,-0.08,-0.02,0.95,-0.46,2.55,-0.22
22819,-0.08,-0.01,0.95,-0.49,2.56,-0.24
22926,-0.08,-0.01,0.97,-0.53,2.62,-0.25
23032,-0.07,0.0,0.95,-0.56,2.56,-0.27
23139,-0.08,0.0,0.95,-0.53,2.58,-0.25
23246,-0.07,-0.01,0.95,-0.49,2.57,-0.19
23353,-0.08,-0.01,0.97,-0.47,2.55,-0.21
23460,-0.08,-0.02,0.96,-0.45,2.55,-0.22
23567,-0.08,-0.01,0.96,-0.48,2.58,-0.19
23674,-0.08,-0.01,0.96,-0.46,2.52,-0.21
23782,-0.08,-0.01,0.96,-0.46,2.52,-0.21
23888,-0.08,-0.02,0.96,-0.47,2.54,-0.18
23994,-0.08,-0.01,0.96,-0.48,2.54,-0.2
24101,-0.08,-0.01,0.96,-0.5,2.51,-0.22
24208,-0.08,-0.01,0.96,-0.53,2.55,-0.21
24315,-0.08,-0.01,0.96,-0.5,2.56,-0.17
24422,-0.08,-0.01,0.96,-0.54,2.56,-0.2
24530,-0.07,-0.01,0.97,-0.58,2.59,-0.18
24637,-0.08,-0.01,0.96,-0.56,2.64,-0.16
24743,-0.08,-0.01,0.95,-0.59,2.6,-0.2
24850,-0.08,-0.01,0.96,-0.58,2.58,-0.21
24957,-0.08,-0.01,0.96,-0.59,2.56,-0.19
25063,-0.08,-0.01,0.96,-0.58,2.53,-0.2
25170,-0.07,-0.01,0.97,-0.54,2.59,-0.19
25277,-0.07,-0.01,0.95,-0.49,2.58,-0.16
25384,-0.09,-0.01,0.96,-0.47,2.56,-0.17
25491,-0.09,-0.02,0.95,-0.49,2.59,-0.17
25598,-0.07,-0.02,0.96,-0.45,2.6,-0.15
25705,-0.07,-0.01,0.95,-0.45,2.54,-0.17
25811,-0.09,-0.01,0.96,-0.51,2.58,-0.23
25918,-0.08,-0.01,0.95,-0.54,2.58,-0.21
26025,-0.07,-0.02,0.95,-0.51,2.54,-0.22
26132,-0.08,-0.01,0.96,-0.55,2.63,-0.24
26239,-0.08,-0.01,0.96,-0.56,2.65,-0.24
26346,-0.08,-0.01,0.96,-0.57,2.65,-0.22
26453,-0.07,-0.01,0.96,-0.55,2.62,-0.19
26560,-0.08,-0.01,0.97,-0.56,2.61,-0.2
26667,-0.08,-0.01,0.96,-0.58,2.58,-0.19
26774,-0.09,-0.01,0.96,-0.61,2.6,-0.21
26881,-0.07,-0.01,0.96,-0.59,2.61,-0.19
26988,-0.08,-0.01,0.96,-0.58,2.58,-0.19
27095,-0.08,-0.01,0.96,-0.6,2.56,-0.23
27202,-0.07,-0.01,0.96,-0.62,2.59,-0.23
27309,-0.08,-0.01,0.94,-0.63,2.57,-0.23
27416,-0.08,-0.01,0.96,-0.65,2.56,-0.25
27523,-0.08,-0.01,0.96,-0.62,2.6,-0.24
27630,-0.08,-0.01,0.96,-0.63,2.59,-0.18
27737,-0.09,-0.02,0.95,-0.6,2.58,-0.19
27844,-0.08,-0.01,0.97,-0.62,2.55,-0.21
27951,-0.07,-0.0,0.95,-0.6,2.56,-0.2
28057,-0.08,-0.01,0.97,-0.6,2.52,-0.22
28164,-0.08,-0.01,0.97,-0.62,2.51,-0.23
28271,-0.08,-0.0,0.96,-0.65,2.72,-0.23
28378,-0.09,-0.01,0.95,-0.65,2.64,-0.24
28485,-0.09,-0.01,0.97,-0.65,2.65,-0.29
28592,-0.07,-0.02,0.96,-0.63,2.66,-0.27
28699,-0.08,-0.01,0.95,-0.62,2.68,-0.27
28806,-0.08,-0.01,0.96,-0.66,2.63,-0.28
28913,-0.08,-0.02,0.97,-0.68,2.66,-0.29
29020,-0.08,-0.0,0.96,-0.66,2.66,-0.31
29127,-0.08,-0.0,0.97,-0.64,2.65,-0.34
29234,-0.07,-0.0,0.96,-0.65,2.7,-0.34
29341,-0.08,-0.0,0.95,-0.61,2.74,-0.35
