millis,accX,accY,accZ,gyroX,gyroY,gyroZ
1743731442923.9177,10.30464,-0.462081,2.293645,0.032508,0.110582,-0.028778
1743731443576.115,9.890448,-0.241814,1.939303,-0.11751,-0.100989,-0.041835
1743731443893.7705,9.720459,-0.251391,2.063802,0.049562,-0.068481,0.008793
1743731444292.341,10.27831,-0.167594,1.637634,-0.062086,-0.10845,0.077008
1743731444969.031,10.4866,-0.950498,1.740585,0.247544,0.079939,0.222496
1743731445584.0706,10.31901,-0.751779,1.295263,-0.118842,0.017587,-0.023715
1743731446096.2,10.19451,-0.56982,1.051055,0.064484,-0.065017,0.009593
1743731446813.266,10.27591,-0.588974,1.039083,-0.015455,0.002398,0.006129
1743731447222.838,10.24718,-0.529119,1.074997,-0.009859,-0.023715,-0.010126
1743731447734.0938,10.25197,-0.557849,1.089362,0,-0.002132,-0.004796
